UCL_CODE_2016,C15_17F_EO_M_O_E_T,C15_17F_EO_M_LPENS,C15_17F_EO_M_T,C15_17F_O_EVWW_M_EO,C15_17F_O_EVWW_M_O_EVWW,C15_17F_O_EVWW_M_O_ENWNA,C15_17F_O_EVWW_M_O_PENS,C15_17F_O_EVWW_M_O_E_T,C15_17F_O_EVWW_M_LPENS,C15_17F_O_EVWW_M_T,C15_17F_O_ENWNA_M_EO,C15_17F_O_ENWNA_M_O_EVWW,C15_17F_O_ENWNA_M_O_ENWNA,C15_17F_O_ENWNA_M_O_PENS,C15_17F_O_ENWNA_M_O_E_T,C15_17F_O_ENWNA_M_LPENS,C15_17F_O_ENWNA_M_T,C15_17F_O_PENS_M_EO,C15_17F_O_PENS_M_O_EVWW,C15_17F_O_PENS_M_O_ENWNA,C15_17F_O_PENS_M_O_PENS,C15_17F_O_PENS_M_O_E_T,C15_17F_O_PENS_M_LPENS,C15_17F_O_PENS_M_T,C15_17F_O_E_T_M_EO,C15_17F_O_E_T_M_O_EVWW,C15_17F_O_E_T_M_O_ENWNA,C15_17F_O_E_T_M_O_PENS,C15_17F_O_E_T_M_O_E_T,C15_17F_O_E_T_M_LPENS,C15_17F_O_E_T_M_T,C15_17F_LPENS_M_EO,C15_17F_LPENS_M_O_EVWW,C15_17F_LPENS_M_O_ENWNA,C15_17F_LPENS_M_O_PENS,C15_17F_LPENS_M_O_E_T,C15_17F_LPENS_M_LPENS,C15_17F_LPENS_M_T,C15_17F_T_M_EO,C15_17F_T_M_O_EVWW,C15_17F_T_M_O_ENWNA,C15_17F_T_M_O_PENS,C15_17F_T_M_O_E_T,C15_17F_T_M_LPENS,C15_17F_T_M_T,C18_20F_EO_M_EO,C18_20F_EO_M_O_EVWW,C18_20F_EO_M_O_ENWNA,C18_20F_EO_M_O_PENS,C18_20F_EO_M_O_E_T,C18_20F_EO_M_LPENS,C18_20F_EO_M_T,C18_20F_O_EVWW_M_EO,C18_20F_O_EVWW_M_O_EVWW,C18_20F_O_EVWW_M_O_ENWNA,C18_20F_O_EVWW_M_O_PENS,C18_20F_O_EVWW_M_O_E_T,C18_20F_O_EVWW_M_LPENS,C18_20F_O_EVWW_M_T,C18_20F_O_ENWNA_M_EO,C18_20F_O_ENWNA_M_O_EVWW,C18_20F_O_ENWNA_M_O_ENWNA,C18_20F_O_ENWNA_M_O_PENS,C18_20F_O_ENWNA_M_O_E_T,C18_20F_O_ENWNA_M_LPENS,C18_20F_O_ENWNA_M_T,C18_20F_O_PENS_M_EO,C18_20F_O_PENS_M_O_EVWW,C18_20F_O_PENS_M_O_ENWNA,C18_20F_O_PENS_M_O_PENS,C18_20F_O_PENS_M_O_E_T,C18_20F_O_PENS_M_LPENS,C18_20F_O_PENS_M_T,C18_20F_O_E_T_M_EO,C18_20F_O_E_T_M_O_EVWW,C18_20F_O_E_T_M_O_ENWNA,C18_20F_O_E_T_M_O_PENS,C18_20F_O_E_T_M_O_E_T,C18_20F_O_E_T_M_LPENS,C18_20F_O_E_T_M_T,C18_20F_LPENS_M_EO,C18_20F_LPENS_M_O_EVWW,C18_20F_LPENS_M_O_ENWNA,C18_20F_LPENS_M_O_PENS,C18_20F_LPENS_M_O_E_T,C18_20F_LPENS_M_LPENS,C18_20F_LPENS_M_T,C18_20F_T_M_EO,C18_20F_T_M_O_EVWW,C18_20F_T_M_O_ENWNA,C18_20F_T_M_O_PENS,C18_20F_T_M_O_E_T,C18_20F_T_M_LPENS,C18_20F_T_M_T,C21_24F_EO_M_EO,C21_24F_EO_M_O_EVWW,C21_24F_EO_M_O_ENWNA,C21_24F_EO_M_O_PENS,C21_24F_EO_M_O_E_T,C21_24F_EO_M_LPENS,C21_24F_EO_M_T,C21_24F_O_EVWW_M_EO,C21_24F_O_EVWW_M_O_EVWW,C21_24F_O_EVWW_M_O_ENWNA,C21_24F_O_EVWW_M_O_PENS,C21_24F_O_EVWW_M_O_E_T,C21_24F_O_EVWW_M_LPENS,C21_24F_O_EVWW_M_T,C21_24F_O_ENWNA_M_EO,C21_24F_O_ENWNA_M_O_EVWW,C21_24F_O_ENWNA_M_O_ENWNA,C21_24F_O_ENWNA_M_O_PENS,C21_24F_O_ENWNA_M_O_E_T,C21_24F_O_ENWNA_M_LPENS,C21_24F_O_ENWNA_M_T,C21_24F_O_PENS_M_EO,C21_24F_O_PENS_M_O_EVWW,C21_24F_O_PENS_M_O_ENWNA,C21_24F_O_PENS_M_O_PENS,C21_24F_O_PENS_M_O_E_T,C21_24F_O_PENS_M_LPENS,C21_24F_O_PENS_M_T,C21_24F_O_E_T_M_EO,C21_24F_O_E_T_M_O_EVWW,C21_24F_O_E_T_M_O_ENWNA,C21_24F_O_E_T_M_O_PENS,C21_24F_O_E_T_M_O_E_T,C21_24F_O_E_T_M_LPENS,C21_24F_O_E_T_M_T,C21_24F_LPENS_M_EO,C21_24F_LPENS_M_O_EVWW,C21_24F_LPENS_M_O_ENWNA,C21_24F_LPENS_M_O_PENS,C21_24F_LPENS_M_O_E_T,C21_24F_LPENS_M_LPENS,C21_24F_LPENS_M_T,C21_24F_T_M_EO,C21_24F_T_M_O_EVWW,C21_24F_T_M_O_ENWNA,C21_24F_T_M_O_PENS,C21_24F_T_M_O_E_T,C21_24F_T_M_LPENS,C21_24F_T_M_T,TCF_EO_M_EO,TCF_EO_M_O_EVWW,TCF_EO_M_O_ENWNA,TCF_EO_M_O_PENS,TCF_EO_M_O_E_T,TCF_EO_M_LPENS,TCF_EO_M_T,TCF_O_EVWW_M_EO,TCF_O_EVWW_M_O_EVWW,TCF_O_EVWW_M_O_ENWNA,TCF_O_EVWW_M_O_PENS,TCF_O_EVWW_M_O_E_T,TCF_O_EVWW_M_LPENS,TCF_O_EVWW_M_T,TCF_O_ENWNA_M_EO,TCF_O_ENWNA_M_O_EVWW,TCF_O_ENWNA_M_O_ENWNA,TCF_O_ENWNA_M_O_PENS,TCF_O_ENWNA_M_O_E_T,TCF_O_ENWNA_M_LPENS,TCF_O_ENWNA_M_T,TCF_O_PENS_M_EO,TCF_O_PENS_M_O_EVWW,TCF_O_PENS_M_O_ENWNA,TCF_O_PENS_M_O_PENS,TCF_O_PENS_M_O_E_T,TCF_O_PENS_M_LPENS,TCF_O_PENS_M_T,TCF_O_E_T_M_EO,TCF_O_E_T_M_O_EVWW,TCF_O_E_T_M_O_ENWNA,TCF_O_E_T_M_O_PENS,TCF_O_E_T_M_O_E_T,TCF_O_E_T_M_LPENS,TCF_O_E_T_M_T,TCF_LPENS_M_EO,TCF_LPENS_M_O_EVWW,TCF_LPENS_M_O_ENWNA,TCF_LPENS_M_O_PENS,TCF_LPENS_M_O_E_T,TCF_LPENS_M_LPENS,TCF_LPENS_M_T,TCF_T_M_EO,TCF_T_M_O_EVWW,TCF_T_M_O_ENWNA,TCF_T_M_O_PENS,TCF_T_M_O_E_T,TCF_T_M_LPENS,TCF_T_M_T
UCL112003,13,0,524,21,22,0,0,22,0,40,0,0,0,0,7,0,7,0,0,0,0,0,0,0,21,25,0,0,30,0,48,0,3,0,0,3,3,7,535,43,0,0,43,3,578,134,4,0,0,4,0,132,6,3,0,0,3,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,7,0,12,0,0,0,0,0,0,0,141,9,0,0,7,0,147,74,0,0,0,0,0,77,3,7,0,0,7,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,8,0,13,0,0,0,0,0,0,0,81,4,0,0,9,0,91,3725,128,0,3,129,4,3855,153,190,5,0,195,0,355,0,16,11,0,26,0,26,0,0,0,0,0,0,0,158,208,12,0,223,0,386,7,7,0,0,7,6,14,3885,345,18,3,361,7,4257
UCL112004,10,3,398,11,22,0,0,22,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,22,0,0,22,0,34,0,0,0,0,0,0,0,392,30,0,0,30,3,427,87,0,0,0,0,0,89,0,6,0,0,6,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,7,0,8,0,0,0,0,0,0,0,89,6,0,0,6,0,97,30,0,0,0,0,0,34,0,3,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,6,0,6,0,0,0,0,0,0,0,30,5,3,0,6,0,34,2630,78,0,0,78,13,2720,104,174,4,0,178,0,282,4,13,3,0,10,0,19,0,0,0,4,4,0,5,106,192,4,4,196,0,304,4,0,0,0,0,7,10,2742,263,4,4,273,16,3030
UCL112005,3,3,343,3,0,0,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,7,0,0,0,0,0,0,0,339,3,3,0,7,3,349,84,4,0,0,4,0,85,5,4,0,0,4,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,4,0,7,0,0,0,0,0,0,0,86,4,0,0,4,0,86,26,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,26,2766,17,0,0,20,10,2793,38,36,0,0,39,0,78,5,4,0,0,3,0,10,0,0,0,0,0,0,0,40,42,3,0,46,0,83,0,0,0,0,0,4,10,2806,61,4,0,64,20,2886
UCL112006,10,0,765,33,45,4,0,47,0,78,0,5,22,0,32,0,32,0,0,0,0,0,0,0,33,50,28,0,73,0,108,0,0,0,0,0,0,0,782,61,28,0,82,0,871,149,4,0,0,4,0,152,10,7,0,0,8,0,13,0,3,13,0,19,0,20,0,0,0,0,0,0,0,10,9,12,0,27,0,38,0,0,0,0,0,0,0,156,14,12,0,31,0,189,55,0,0,0,0,0,55,0,3,0,0,3,0,3,0,0,3,0,5,0,5,0,0,0,0,0,0,0,0,3,3,0,4,0,12,0,0,0,0,0,0,0,53,3,3,0,4,0,60,5620,102,0,4,108,18,5741,191,440,25,4,469,0,663,8,60,164,0,218,0,227,4,3,0,3,3,0,5,202,505,188,4,696,0,892,7,3,0,0,3,9,12,5823,606,188,10,802,24,6651
UCL112007,3,8,548,9,32,0,0,34,0,41,0,0,0,0,5,0,5,0,0,0,0,0,0,0,9,38,4,0,39,0,50,3,0,0,0,0,0,3,551,43,4,0,45,8,595,97,0,0,0,0,0,97,0,8,0,0,5,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,12,0,14,0,0,0,0,0,0,0,101,8,0,0,11,0,110,24,0,0,0,0,0,24,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,20,0,0,0,4,0,22,4566,50,0,0,50,7,4628,100,400,7,4,410,0,514,0,28,12,0,37,0,41,0,4,0,0,4,0,4,101,427,19,4,450,0,556,18,0,0,0,0,0,18,4684,485,19,4,505,7,5199
UCL112008,7,0,360,8,12,0,0,12,0,23,0,0,3,0,5,0,5,0,0,0,0,0,0,0,8,15,3,0,15,0,29,0,0,0,0,0,0,4,368,14,7,0,26,0,396,68,0,0,0,0,0,68,3,3,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,3,0,8,0,0,0,0,0,0,0,71,3,3,0,3,0,72,21,0,0,0,0,0,21,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,26,0,0,0,4,0,29,2864,39,3,6,42,0,2906,69,140,8,0,148,0,214,0,25,9,0,39,0,39,0,0,0,0,0,0,0,69,160,24,0,187,0,252,10,0,3,0,3,3,14,2935,197,31,9,235,3,3174
UCL112009,6,4,416,13,14,3,0,20,0,33,0,0,3,0,3,0,3,0,0,0,0,0,0,0,13,14,5,0,19,0,35,0,0,0,0,0,0,0,418,25,5,0,30,5,452,103,0,0,0,0,0,101,6,0,0,0,3,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,3,0,12,0,0,0,0,0,0,0,110,4,0,0,6,0,117,19,0,0,0,0,0,19,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,19,0,0,0,4,0,21,3159,58,4,0,68,5,3235,105,163,14,5,177,0,282,0,7,17,0,21,0,22,0,3,0,0,3,0,7,112,168,24,5,203,0,311,4,0,0,0,0,4,16,3278,228,35,5,267,14,3558
UCL112010,0,0,43,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,41,0,0,0,0,0,42,8,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,404,6,0,0,6,0,407,6,5,0,0,5,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,0,0,5,0,14,0,0,0,0,0,0,0,408,8,0,0,8,0,421
UCL112011,3,0,449,12,8,0,0,10,0,24,0,0,7,0,8,0,8,0,0,0,0,0,0,0,12,10,6,0,20,0,27,3,0,0,0,0,0,5,457,14,6,0,21,0,483,95,0,0,0,0,0,96,3,10,0,0,10,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,0,0,9,0,7,0,0,0,0,0,0,0,92,11,0,0,10,3,106,32,0,0,0,0,0,36,0,4,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,5,0,0,0,0,0,0,0,32,5,0,0,5,0,36,3883,35,0,0,35,8,3930,113,170,7,0,177,0,293,0,23,12,0,34,0,38,0,0,0,0,0,0,0,113,195,21,0,210,0,325,7,9,0,0,9,6,16,4002,231,21,0,253,13,4273
UCL112012,16,0,621,14,31,3,0,33,0,46,3,0,0,0,3,0,5,0,0,0,0,0,0,0,18,33,6,0,38,0,51,0,0,0,0,0,0,0,620,48,6,0,51,3,678,124,3,0,0,3,0,128,5,11,0,0,12,0,17,0,3,0,0,3,0,0,0,0,0,0,0,0,0,4,10,0,0,12,0,14,0,0,0,0,0,0,0,131,14,0,0,16,0,145,30,0,0,0,0,0,30,0,3,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,3,0,0,0,0,0,0,0,30,3,0,0,3,0,31,5394,84,5,4,96,9,5498,123,397,18,0,414,0,538,3,25,19,0,47,0,49,0,9,0,3,7,0,11,129,428,39,3,471,0,598,10,3,0,0,3,8,15,5531,517,40,6,567,18,6113
UCL112013,8,0,844,20,27,0,0,25,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,29,3,0,27,0,52,0,0,0,0,0,0,3,855,39,3,0,40,3,903,156,0,0,0,0,0,158,5,9,0,0,9,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,0,0,9,0,7,0,0,0,0,0,0,0,158,8,0,0,8,0,166,25,0,0,0,0,0,25,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,30,0,0,0,0,0,32,5620,99,0,3,104,11,5732,153,247,9,3,256,0,413,0,15,12,0,27,0,24,0,0,0,0,0,0,0,155,258,23,3,283,0,440,9,0,0,0,0,4,14,5789,362,23,5,389,14,6191
UCL112014,8,3,500,0,32,0,0,38,0,35,0,4,4,0,8,0,4,0,0,0,0,0,0,0,0,42,6,0,41,0,46,0,0,0,0,0,0,0,490,44,6,0,50,3,544,82,0,0,0,0,0,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,82,0,0,0,6,0,88,9,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,0,0,0,0,0,0,9,0,3,0,3,0,17,4044,61,0,0,61,9,4117,40,255,8,0,263,0,301,4,23,14,0,41,0,42,0,0,0,4,6,3,9,40,286,25,4,310,3,356,5,0,0,0,0,11,17,4093,345,25,4,374,22,4491
UCL112015,0,0,917,9,61,0,0,58,0,71,0,8,20,0,19,0,19,0,0,0,0,0,0,0,9,64,21,0,83,0,93,3,0,0,0,0,0,3,922,67,21,0,88,0,1015,189,0,0,0,0,0,194,3,26,0,0,27,0,31,0,0,4,0,4,0,4,0,0,0,0,0,0,0,3,26,8,0,32,0,31,0,0,0,0,0,0,0,195,23,8,0,29,0,227,52,0,0,0,0,0,50,0,3,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,5,0,5,0,0,0,0,0,0,0,52,3,0,0,4,0,55,6837,78,0,0,78,6,6915,98,707,27,0,731,0,835,0,55,101,0,155,0,158,0,8,0,0,3,0,7,103,768,127,0,895,0,998,10,3,0,0,3,3,16,6945,847,127,0,970,13,7937
UCL113001,0,0,208,5,9,0,0,9,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,0,0,9,0,7,0,0,0,0,0,0,0,208,7,0,0,7,0,216,42,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,45,17,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,17,1445,17,0,0,17,3,1466,33,76,3,0,82,0,112,0,0,6,0,6,0,6,0,0,0,0,0,0,0,33,76,8,0,85,0,118,0,0,0,0,0,3,7,1481,99,8,0,104,4,1589
UCL113002,0,0,110,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,111,0,0,0,3,0,115,36,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,36,0,0,0,0,0,36,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,1012,10,4,0,14,0,1031,36,38,0,0,37,0,71,0,3,0,0,0,0,0,6,0,0,0,0,0,6,38,34,3,0,40,0,82,0,0,0,0,0,0,0,1052,47,5,0,59,0,1111
UCL113003,0,4,225,3,3,0,0,3,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,3,0,9,0,0,0,0,0,0,0,226,3,0,0,3,4,235,31,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,36,6,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,4,1729,13,0,0,13,8,1747,42,49,0,0,49,0,90,0,3,0,0,3,0,3,0,0,0,0,0,0,0,42,53,0,0,53,0,93,3,0,0,0,0,4,14,1781,60,0,0,60,9,1855
UCL113004,0,0,108,0,3,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,3,0,0,0,0,0,0,0,107,3,0,0,3,0,109,24,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,28,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,841,8,0,0,8,0,850,6,20,3,0,23,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,20,3,0,28,0,34,0,0,0,0,0,3,4,849,35,3,0,38,3,891
UCL113005,4,0,284,3,5,0,0,5,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,5,0,14,0,0,0,0,0,0,0,281,9,0,0,9,0,291,54,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,4,0,0,4,0,55,11,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,11,1688,19,0,0,19,12,1718,26,48,0,0,48,0,74,3,3,5,0,5,0,12,0,0,0,0,0,0,0,31,50,5,0,57,0,83,3,0,0,0,0,0,4,1720,70,5,0,72,11,1807
UCL113006,3,0,288,8,5,0,0,5,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,0,0,3,0,11,0,0,0,0,0,0,3,290,8,0,0,8,0,303,43,0,0,0,0,0,43,3,4,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,4,0,4,0,0,0,0,0,0,0,47,4,0,0,4,0,52,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,2046,29,0,0,29,0,2079,43,55,3,0,57,0,103,0,3,0,0,3,0,3,0,0,0,0,0,0,0,43,57,3,0,67,0,103,3,0,0,0,0,4,13,2098,94,3,0,95,3,2193
UCL113007,12,0,280,6,83,6,0,94,0,101,0,11,9,5,21,0,21,0,0,0,0,0,0,0,11,92,15,4,111,0,120,0,0,0,0,0,0,0,280,105,15,4,125,0,408,37,4,0,0,4,0,40,0,12,0,0,12,0,16,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,16,3,0,17,0,20,0,0,0,0,0,0,0,39,23,3,0,21,0,63,5,0,0,0,0,0,5,5,3,0,0,3,0,5,0,0,0,0,3,0,3,0,0,0,0,0,0,0,5,3,0,0,6,0,8,0,0,0,0,0,0,0,9,3,0,0,6,0,19,2117,140,3,0,142,3,2263,111,643,47,0,690,0,807,3,86,65,8,158,0,156,3,8,0,16,25,0,25,117,732,120,20,867,0,988,5,0,0,0,0,3,5,2242,874,121,20,1009,10,3262
UCL113008,0,0,145,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,3,0,0,0,0,0,0,0,148,4,0,0,4,0,151,14,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,16,6,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,8,1039,16,0,0,16,0,1054,16,24,0,0,24,0,45,0,3,4,0,3,0,3,0,0,0,0,0,0,0,16,27,4,0,29,0,47,3,0,0,0,0,0,5,1055,42,4,0,44,0,1109
UCL113009,8,0,288,8,10,0,0,10,0,12,0,0,4,0,4,0,4,0,0,0,0,0,0,0,8,10,4,0,10,0,13,3,0,0,0,0,0,0,287,12,4,0,16,0,300,107,0,0,0,0,0,114,0,5,0,0,7,0,12,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,10,0,0,10,0,12,0,0,0,0,0,0,0,110,9,0,0,10,0,125,63,0,0,0,0,0,62,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,3,0,0,0,0,0,0,0,67,3,0,0,3,0,67,2029,45,4,0,48,0,2082,57,71,3,0,71,0,131,0,0,10,0,12,0,12,0,0,0,0,0,0,0,57,72,7,0,84,0,143,4,3,0,0,3,0,8,2096,118,15,0,130,0,2228
UCL113010,0,0,331,5,4,0,0,4,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,4,0,8,0,0,0,0,0,0,3,340,5,0,0,5,0,344,70,0,0,0,0,0,70,0,3,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,3,0,0,0,0,0,0,0,67,3,0,0,3,0,76,30,0,0,0,0,0,30,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,32,0,0,0,0,0,32,2495,18,0,0,18,5,2515,42,40,0,0,40,0,77,0,0,3,0,3,0,3,0,0,0,0,0,0,0,42,37,3,0,38,0,81,4,0,0,0,0,10,12,2535,55,3,0,55,10,2605
UCL113011,3,0,181,3,3,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,3,0,9,0,0,0,0,0,0,0,181,4,0,0,4,0,192,40,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,40,0,0,0,0,0,44,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,9,1293,21,3,3,27,0,1317,35,53,0,3,53,0,94,7,3,10,0,14,0,19,0,0,0,0,0,0,0,41,57,14,3,68,0,112,0,0,0,0,0,12,12,1334,77,12,3,97,15,1441
UCL113012,3,0,339,13,16,0,0,16,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,17,0,0,17,0,31,0,0,0,0,0,0,0,345,23,0,0,23,0,365,99,0,0,0,0,0,104,7,9,0,0,9,0,13,0,3,0,0,3,0,3,0,0,0,0,0,0,3,8,10,0,0,10,0,17,0,0,0,0,0,0,0,109,14,0,0,14,0,120,47,0,0,0,0,0,47,3,10,0,0,10,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,0,0,10,0,12,0,0,0,0,0,0,0,48,10,0,0,10,0,53,2428,42,0,0,42,0,2470,66,140,5,0,144,0,209,0,11,9,0,20,0,23,5,0,0,0,0,0,7,71,148,12,0,162,0,233,8,0,0,0,0,3,11,2508,193,12,0,206,3,2714
UCL113013,0,0,159,7,4,0,0,4,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,0,0,4,0,12,0,0,0,0,0,0,0,163,5,0,0,5,0,169,22,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,25,7,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,1759,14,0,0,14,0,1774,32,52,7,0,56,0,87,0,3,5,0,8,0,8,0,0,0,0,0,0,0,32,58,14,0,69,0,100,3,0,0,0,0,5,13,1789,68,14,0,81,5,1881
